,id,movie,production_budget,domestic_gross,worldwide_gross,overall_profitability,start_year,genres
2538,39,The Star,20000000,40847995,62758010,42758010,2017,"['Adventure', 'Animation', 'Comedy']"
2542,43,Nerve,20000000,38583626,70652284,50652284,2011,"['Comedy', 'Drama']"
2547,48,Risen,20000000,36880033,46255763,26255763,2010,"['Biography', 'Drama']"
2548,49,Vampires Suck,20000000,36661504,81424988,61424988,2010,['Comedy']
2549,50,The Black Hole,20000000,35841901,35841901,15841901,2016,"['Sci-Fi', 'Thriller']"
2550,51,The American,20000000,35606376,67950723,47950723,2010,"['Crime', 'Drama', 'Thriller']"
2552,53,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,16265745,2011,"['Adventure', 'Comedy']"
2554,55,Texas Chainsaw 3D,20000000,34341945,47666013,27666013,2013,"['Horror', 'Thriller']"
2559,60,Copycat,20000000,32051917,32051917,12051917,2016,['Comedy']
2561,62,She's Out of My League,20000000,32010860,48680977,28680977,2010,"['Comedy', 'Romance']"
2562,63,Milk,20000000,31841299,57293371,37293371,2015,"['Documentary', 'Family']"
2564,65,The Debt,20000000,31177548,46604054,26604054,2010,"['Drama', 'Thriller']"
2568,69,Wild Things,20000000,29795299,55576699,35576699,2012,"['Documentary', 'Western']"
2573,74,Eye for an Eye,20000000,26792700,26792700,6792700,2019,['Drama']
2575,76,The World's End,20000000,26004851,47508505,27508505,2013,"['Action', 'Comedy', 'Sci-Fi']"
2577,78,You Again,20000000,25702053,32838945,12838945,2010,"['Comedy', 'Family', 'Romance']"
2580,81,On the Basis of Sex,20000000,24622687,38073377,18073377,2018,"['Biography', 'Drama']"
2581,82,Endless Love,20000000,23438250,34718173,14718173,2014,"['Drama', 'Romance']"
2582,83,The Covenant,20000000,23364784,38164784,18164784,2013,['Musical']
2583,84,Monte Carlo,20000000,23186769,39686769,19686769,2011,"['Adventure', 'Comedy', 'Family']"
2584,85,Stay Alive,20000000,23086480,23187506,3187506,2019,['Documentary']
2586,87,Rough Night,20000000,22105643,46844357,26844357,2017,"['Comedy', 'Crime', 'Thriller']"
2587,88,Psycho,20000000,21541218,37226218,17226218,2013,['Thriller']
2590,91,Shorts,20000000,20919166,29870801,9870801,2013,['Drama']
2591,92,Vampires,20000000,20268825,20268825,268825,2010,"['Comedy', 'Fantasy', 'Horror']"
2593,94,Secret in Their Eyes,20000000,20180155,32608019,12608019,2015,"['Crime', 'Drama', 'Mystery']"
2598,99,Under the Rainbow,20000000,18826490,18826490,-1173510,2013,"['Comedy', 'Drama', 'Romance']"
2615,16,Paparazzi,20000000,15712072,16612072,-3387928,2015,"['Action', 'Drama', 'Romance']"
2621,22,Lockout,20000000,14326865,33943049,13943049,2012,"['Action', 'Sci-Fi', 'Thriller']"
2623,24,What's Your Number?,20000000,14011084,30163785,10163785,2011,"['Comedy', 'Romance']"
2626,27,Burnt,20000000,13651946,36773510,16773510,2015,"['Comedy', 'Drama']"
2627,28,Envy,20000000,13548322,14566246,-5433754,2011,['Drama']
2630,31,Ghost Town,20000000,13367624,29958228,9958228,2018,"['Documentary', 'History']"
2632,33,Triple 9,20000000,12639297,25943792,5943792,2016,"['Crime', 'Thriller']"
2633,34,The Light Between Oceans,20000000,12545979,22281732,2281732,2016,"['Drama', 'Romance']"
2636,37,12 Rounds,20000000,12234694,17306648,-2693352,2017,"['Action', 'Drama', 'Romance']"
2637,38,Let Me In,20000000,12134935,28270399,8270399,2010,"['Drama', 'Fantasy', 'Horror']"
2646,47,Popstar: Never Stop Never Stopping,20000000,9496130,9537120,-10462880,2016,"['Comedy', 'Music']"
2647,48,Thank You for Your Service,20000000,9479390,9985316,-10014684,2015,"['Documentary', 'Drama']"
2648,49,Everybody's Fine,20000000,9208876,9208876,-10791124,2016,['Drama']
2650,51,Battle of the Year,20000000,8888355,16723377,-3276623,2013,"['Drama', 'Music']"
2653,54,The Man,20000000,8330720,10393696,-9606304,2017,['Drama']
2655,56,Inherent Vice,20000000,8110975,14772346,-5227654,2014,"['Comedy', 'Crime', 'Drama']"
2657,58,Machete Kills,20000000,8008161,18273009,-1726991,2013,"['Action', 'Crime', 'Sci-Fi']"
2660,61,Proof,20000000,7535331,8284331,-11715669,2017,"['Comedy', 'Mystery', 'Sci-Fi']"
2662,63,Willard,20000000,6882696,6882696,-13117304,2017,['Drama']
2664,65,Little Boy,20000000,6485961,17769299,-2230701,2015,"['Drama', 'History', 'War']"
2666,67,Chasing Mavericks,20000000,6002756,8300821,-11699179,2012,"['Biography', 'Drama', 'Sport']"
2667,68,A Most Violent Year,20000000,5749134,8846875,-11153125,2014,"['Crime', 'Drama', 'Thriller']"
2668,69,A Dangerous Method,20000000,5702083,14807531,-5192469,2011,"['Biography', 'Drama', 'Romance']"
2672,73,Birth,20000000,5005899,14603001,-5396999,2015,"['Adventure', 'Documentary']"
2673,74,Hands of Stone,20000000,4712792,5031975,-14968025,2016,"['Action', 'Biography', 'Drama']"
2677,78,The Cold Light of Day,20000000,3763583,25361206,5361206,2012,"['Action', 'Thriller']"
2680,81,Suspiria,20000000,2483472,7034615,-12965385,2018,"['Fantasy', 'Horror', 'Mystery']"
2681,82,LBJ,20000000,2468683,2507181,-17492819,2016,"['Biography', 'Drama', 'History']"
2684,85,My All-American,20000000,2246000,2246000,-17754000,2015,"['Biography', 'Drama', 'Sport']"
2688,89,Equilibrium,20000000,1190018,5345869,-14654131,2012,"['Comedy', 'Mystery', 'Thriller']"
2689,90,Dylan Dog: Dead of Night,20000000,1186538,6093725,-13906275,2010,"['Action', 'Comedy', 'Crime']"
2693,94,Middle Men,20000000,754301,754301,-19245699,2010,"['Action', 'Comedy', 'Crime']"
2695,96,All Good Things,20000000,582024,873617,-19126383,2010,"['Crime', 'Drama', 'Mystery']"
2696,97,By the Sea,20000000,538460,3727746,-16272254,2015,"['Drama', 'Romance']"
2700,1,The Tempest,20000000,277943,277943,-19722057,2010,"['Comedy', 'Drama', 'Fantasy']"
2705,6,Regression,20000000,55039,15824374,-4175626,2015,"['Crime', 'Horror', 'Mystery']"
2706,7,Admiral,20000000,0,38585047,18585047,2015,"['Action', 'Adventure', 'Biography']"
2707,8,Zambezia,20000000,0,34454336,14454336,2012,"['Adventure', 'Animation', 'Comedy']"
2710,11,Survivor,20000000,0,1703281,-18296719,2012,"['Biography', 'Crime', 'Documentary']"
2711,12,The History of Love,20000000,0,476624,-19523376,2016,"['Drama', 'Romance', 'War']"
2713,14,Dwegons and Leprechauns,20000000,0,0,-20000000,2014,['Animation']
2714,15,Fight Valley,20000000,0,0,-20000000,2016,"['Action', 'Drama']"
2716,17,Bird Box,19800000,0,0,-19800000,2018,"['Drama', 'Horror', 'Sci-Fi']"
2718,19,The Shape of Water,19500000,63859435,195790794,176290794,2017,"['Adventure', 'Drama', 'Fantasy']"
2721,22,The Frozen Ground,19200000,0,5617460,-13582540,2013,"['Crime', 'Drama', 'Mystery']"
2722,23,The Devil's Double,19100000,1361512,5965646,-13134354,2011,"['Biography', 'Drama', 'Thriller']"
2726,27,Bad Teacher,19000000,100292856,215448997,196448997,2011,"['Comedy', 'Romance']"
2727,28,Sausage Party,19000000,97670358,141344255,122344255,2016,"['Adventure', 'Animation', 'Comedy']"
2728,29,Sea of Love,19000000,58571513,58571513,39571513,2016,"['Drama', 'Mystery', 'Romance']"
2735,36,The Crazies,19000000,39123589,56445534,37445534,2010,"['Horror', 'Thriller']"
2738,39,The Switch,19000000,27758465,49858465,30858465,2010,"['Comedy', 'Drama', 'Romance']"
2739,40,Leap Year,19000000,25918920,32618920,13618920,2010,"['Comedy', 'Romance']"
2740,41,The Book Thief,19000000,21488481,76086711,57086711,2013,"['Drama', 'War']"
2746,47,Firestorm,19000000,8123860,8123860,-10876140,2010,['Documentary']
2747,48,Take Me Home Tonight,19000000,6928068,7576604,-11423396,2011,"['Comedy', 'Drama', 'Romance']"
2748,49,Won't Back Down,19000000,5310554,5745503,-13254497,2012,['Drama']
2749,50,Action Point,19000000,5059608,5103675,-13896325,2018,['Comedy']
2762,63,Left Behind,18500000,4221341,4221341,-14278659,2012,"['Horror', 'Mystery', 'Thriller']"
2763,64,Neighbors,18000000,150086800,270944428,252944428,2014,['Comedy']
2765,66,The Mask,18000000,119920129,351620129,333620129,2012,"['Documentary', 'Drama', 'Family']"
2766,67,Big,18000000,114968774,151668774,133668774,2017,['Documentary']
2776,77,My Big Fat Greek Wedding 2,18000000,59689605,92096558,74096558,2016,"['Comedy', 'Romance']"
2777,78,The Perfect Guy,18000000,57027435,60278166,42278166,2015,"['Crime', 'Drama', 'Horror']"
2779,80,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194,55695194,2011,"['Comedy', 'Family']"
2782,83,Soul Surfer,18000000,43853424,47158652,29158652,2011,"['Biography', 'Drama', 'Family']"
2784,85,Uncle Drew,18000000,42469946,46527161,28527161,2018,"['Comedy', 'Sport']"
2785,86,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,103215094,85215094,2014,"['Comedy', 'Drama']"
2789,90,Blue Jasmine,18000000,33404871,102912961,84912961,2013,['Drama']
2791,92,Honey,18000000,30272254,62646763,44646763,2010,['Drama']
2794,95,Ricki and the Flash,18000000,26839498,41166033,23166033,2015,"['Comedy', 'Drama', 'Music']"
2795,96,Glory,18000000,26593580,26593580,8593580,2013,"['Comedy', 'Drama']"
2797,98,Love the Coopers,18000000,26302731,42227490,24227490,2015,"['Comedy', 'Fantasy', 'Romance']"
2801,2,Love Happens,18000000,22965110,36133014,18133014,2010,['Drama']
2802,3,Fame,18000000,22455510,80227619,62227619,2017,['Documentary']
2803,4,The Circle,18000000,20497844,40651864,22651864,2015,"['Drama', 'Fantasy', 'Horror']"
2805,6,127 Hours,18000000,18335230,60217171,42217171,2010,"['Adventure', 'Biography', 'Drama']"
2808,9,Norm of the North,18000000,17062499,30535660,12535660,2016,"['Adventure', 'Animation', 'Comedy']"
2810,11,Jobs,18000000,16131410,43402515,25402515,2013,"['Biography', 'Drama']"
2813,14,And So It Goes,18000000,15160801,17920013,-79987,2014,"['Comedy', 'Drama', 'Romance']"
2818,19,Labor Day,18000000,13371528,14189810,-3810190,2013,"['Drama', 'Romance']"
2819,20,Getaway,18000000,10501938,11813989,-6186011,2013,"['Action', 'Crime', 'Thriller']"
2824,25,The Last Station,18000000,6617867,15696146,-2303854,2011,['Drama']
2825,26,Dragonslayer,18000000,6000000,6000000,-12000000,2011,['Documentary']
2831,32,Hamlet,18000000,4501094,7129670,-10870330,2011,['Drama']
2832,33,The Railway Man,18000000,4438438,23910210,5910210,2013,"['Biography', 'Drama', 'Romance']"
2833,34,Restoration,18000000,4100000,4100000,-13900000,2011,['Drama']
2834,35,Midnight Special,18000000,3712282,7680250,-10319750,2016,"['Action', 'Drama', 'Mystery']"
2835,36,Miss Sloane,18000000,3500605,7719630,-10280370,2016,"['Drama', 'Thriller']"
2836,37,Metallica Through the Never,18000000,3419967,9082906,-8917094,2013,['Music']
2838,39,Unforgettable,18000000,2483790,2483790,-15516210,2010,['Documentary']
2842,43,Phantom,18000000,1034589,1199510,-16800490,2013,"['Drama', 'History', 'Thriller']"
2843,44,The Salton Sea,18000000,676698,676698,-17323302,2016,"['Crime', 'Drama', 'Mystery']"
2847,48,Renaissance,18000000,70644,2401413,-15598587,2016,"['Drama', 'Romance', 'Sci-Fi']"
2849,50,I Am Wrath,18000000,0,309608,-17690392,2016,"['Action', 'Crime', 'Drama']"
2850,51,Wolves,18000000,0,94953,-17905047,2014,"['Action', 'Fantasy', 'Horror']"
2852,53,The Prince,18000000,0,0,-18000000,2014,"['Action', 'Thriller']"
2853,54,Forsaken,18000000,0,0,-18000000,2015,"['Action', 'Drama', 'Western']"
2855,56,Red Lights,17700000,49521,14518884,-3181116,2012,"['Drama', 'Fantasy', 'Horror']"
2859,60,Hoodwinked,17500000,51386611,109843390,92343390,2012,['Documentary']
2862,63,Black Nativity,17500000,7018188,7285135,-10214865,2013,"['Drama', 'Family', 'Music']"
2863,64,City of Ghosts,17500000,325491,325491,-17174509,2017,"['Documentary', 'War']"
2865,66,A Quiet Place,17000000,188024361,334522294,317522294,2016,['Documentary']
2867,68,Aliens,17000000,85160248,183316455,166316455,2014,"['Comedy', 'Mystery', 'Sci-Fi']"
2870,71,My Fair Lady,17000000,72000000,72071636,55071636,2019,['Musical']
2872,73,The Best Man Holiday,17000000,70525195,72835710,55835710,2013,"['Comedy', 'Drama']"
2874,75,Pitch Perfect,17000000,65001093,116044347,99044347,2012,"['Comedy', 'Music', 'Romance']"
2876,77,Evil Dead,17000000,54239856,97778356,80778356,2013,"['Fantasy', 'Horror', 'Thriller']"
2879,80,"McFarland, USA",17000000,44480275,45707924,28707924,2015,"['Biography', 'Drama', 'Sport']"
2880,81,Almost Christmas,17000000,42065185,42493506,25493506,2016,"['Comedy', 'Drama']"
2886,87,Beastly,17000000,27865571,38028230,21028230,2011,"['Drama', 'Fantasy', 'Romance']"
2889,90,Lottery Ticket,17000000,24719879,24719879,7719879,2010,['Comedy']
2900,1,American Dreamz,17000000,7314027,16510971,-489029,2017,"['Comedy', 'Documentary']"
2903,4,The Apparition,17000000,4936819,10637281,-6362719,2012,"['Horror', 'Thriller']"
2909,10,Genius,17000000,1361045,7265283,-9734717,2016,"['Biography', 'Drama']"
2911,12,Escobar: Paradise Lost,17000000,195792,3917679,-13082321,2014,"['Crime', 'Drama', 'History']"
2915,16,Crawl,17000000,0,0,-17000000,2011,"['Crime', 'Thriller']"
2916,17,The Young Messiah,16800000,6469813,7313697,-9486303,2016,"['Drama', 'Fantasy']"
2918,19,My Girl,16500000,58011485,58011485,41511485,2010,['Drama']
2921,22,The Illusionist,16500000,39868642,83792062,67292062,2010,"['Animation', 'Drama']"
2929,30,Road Trip,16000000,68525609,119739110,103739110,2013,['Horror']
2932,33,Moonrise Kingdom,16000000,45512466,68848446,52848446,2012,"['Adventure', 'Comedy', 'Drama']"
2933,34,The Artist,16000000,44667095,128256712,112256712,2011,"['Comedy', 'Drama', 'Romance']"
2934,35,The Unborn,16000000,42670410,78208812,62208812,2019,['Horror']
2938,39,The Roommate,16000000,37300107,52545707,36545707,2011,"['Drama', 'Thriller']"
2942,43,Baby Boy,16000000,28734552,28734552,12734552,2017,['Drama']
2950,51,Remember Me,16000000,19068240,56506120,40506120,2010,"['Drama', 'Romance']"
2959,60,People Like Us,16000000,12431792,12617472,-3382528,2012,"['Comedy', 'Drama']"
2964,65,Bleed for This,16000000,5083906,6603926,-9396074,2016,"['Biography', 'Drama', 'Sport']"
2969,70,The Homesman,16000000,2429989,8217571,-7782429,2014,"['Drama', 'Western']"
2970,71,Trance,16000000,2322593,22594052,6594052,2010,['Horror']
2971,72,The Immigrant,16000000,2013456,7585011,-8414989,2013,"['Drama', 'Romance']"
2972,73,Steel,16000000,1686429,1686429,-14313571,2019,['Western']
2977,78,Good,16000000,31631,31631,-15968369,2018,['Documentary']
2978,79,Vamps,16000000,3361,94812,-15905188,2012,"['Comedy', 'Horror', 'Romance']"
2981,82,Zulu,16000000,0,1844228,-14155772,2013,"['Crime', 'Drama', 'Thriller']"
2982,83,Second Act,15700000,39282227,63288854,47588854,2018,"['Comedy', 'Drama', 'Romance']"
2987,88,Madison,15500000,517262,517262,-14982738,2020,"['Adventure', 'Drama', 'Family']"
2999,100,Twins,15000000,111936388,216600000,201600000,2016,"['Adventure', 'Biography', 'Comedy']"
3001,2,Annabelle: Creation,15000000,102092201,305384865,290384865,2017,"['Horror', 'Mystery', 'Thriller']"
3004,5,The Color Purple,15000000,93589701,93589701,78589701,2010,"['Action', 'Drama']"
3005,6,The Imitation Game,15000000,91125143,227740463,212740463,2014,"['Biography', 'Drama', 'Thriller']"
3008,9,Mama,15000000,71628180,148095566,133095566,2010,['Drama']
3012,13,Diary of a Wimpy Kid,15000000,64003625,76954311,61954311,2010,"['Comedy', 'Drama', 'Family']"
3014,15,Halloween,15000000,58269151,77514401,62514401,2018,"['Horror', 'Thriller']"
3015,16,The Queen,15000000,56441711,128885873,113885873,2012,"['Action', 'Drama', 'War']"
3017,18,The Woman in Black,15000000,54333290,128955898,113955898,2012,"['Drama', 'Fantasy', 'Horror']"
3018,19,Little Women,15000000,50003303,50003303,35003303,2019,"['Drama', 'Romance']"
3019,20,The Deer Hunter,15000000,50000000,50009253,35009253,2015,['Documentary']
3020,21,BlacKkKlansman,15000000,49275340,93017335,78017335,2018,"['Biography', 'Crime', 'Drama']"
3025,26,Snitch,15000000,42930462,57907734,42907734,2013,"['Action', 'Drama', 'Thriller']"
3027,28,Krampus,15000000,42725475,61788393,46788393,2015,"['Comedy', 'Fantasy', 'Horror']"
3028,29,End of Watch,15000000,41003371,57586606,42586606,2012,"['Action', 'Crime', 'Drama']"
3032,33,Wild,15000000,37880356,52460543,37460543,2014,"['Adventure', 'Biography', 'Drama']"
3034,35,The Theory of Everything,15000000,35893537,123327692,108327692,2014,"['Biography', 'Drama', 'Romance']"
3035,36,Drive,15000000,35060689,81357930,66357930,2011,"['Crime', 'Drama']"
3037,38,Hawaii,15000000,34562222,34562222,19562222,2013,"['Drama', 'Romance']"
3038,39,The Favourite,15000000,34366783,94113929,79113929,2018,"['Biography', 'Drama', 'History']"
3041,42,Where the Heart Is,15000000,33771174,40862054,25862054,2012,"['Biography', 'Documentary', 'Family']"
3049,50,When the Game Stands Tall,15000000,30127963,30138912,15138912,2014,"['Drama', 'Family', 'Sport']"
3056,57,Home Again,15000000,27020284,37336874,22336874,2012,['Drama']
3059,60,Ramona and Beezus,15000000,26167002,27469621,12469621,2010,"['Adventure', 'Comedy', 'Family']"
3060,61,The November Man,15000000,25018119,34820335,19820335,2014,"['Action', 'Crime', 'Thriller']"
3064,65,Nowhere to Run,15000000,22189039,52189039,37189039,2015,['Thriller']
3066,67,The Place Beyond the Pines,15000000,21403519,47011449,32011449,2012,"['Crime', 'Drama', 'Thriller']"
3069,70,Keanu,15000000,20591853,20688141,5688141,2016,"['Action', 'Comedy', 'Crime']"
3070,71,Country Strong,15000000,20218921,20601987,5601987,2010,"['Drama', 'Music']"
3075,76,A Most Wanted Man,15000000,17237855,36068890,21068890,2014,"['Crime', 'Drama', 'Thriller']"
3078,79,The Man with the Iron Fists,15000000,15634090,22018988,7018988,2012,['Action']
3079,80,Firestarter,15000000,15136870,15136870,136870,2019,['Documentary']
3080,81,Miss Bala,15000000,14998027,15362298,362298,2011,"['Crime', 'Drama', 'Thriller']"
3081,82,Killing Them Softly,15000000,14945541,39238443,24238443,2012,"['Crime', 'Thriller']"
3083,84,One Day,15000000,13843771,59168692,44168692,2011,"['Drama', 'Romance']"
3089,90,The Founder,15000000,12786053,24403192,9403192,2012,"['Comedy', 'Sci-Fi']"
3093,94,The Muse,15000000,11614954,11614954,-3385046,2011,"['Horror', 'Mystery', 'Thriller']"
3102,3,Dark Blue,15000000,9237470,12262065,-2737935,2019,['Drama']
3104,5,Brainstorm,15000000,8921050,8921050,-6078950,2015,['Thriller']
3105,6,Queen of Katwe,15000000,8874389,10055481,-4944519,2016,"['Biography', 'Drama', 'Sport']"
3106,7,Whatever it Takes,15000000,8735529,8735529,-6264471,2011,"['Documentary', 'Drama']"
3108,9,The Importance of Being Earnest,15000000,8378141,8378141,-6621859,2015,['Comedy']
3109,10,The Love Letter,15000000,8322608,9010980,-5989020,2011,"['Adventure', 'Documentary']"
3112,13,Promised Land,15000000,7597898,12394562,-2605438,2012,['Drama']
3114,15,Hotel Artemis,15000000,6708137,12758799,-2241201,2018,"['Action', 'Drama', 'Sci-Fi']"
3124,25,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,554855,2015,"['Action', 'Comedy', 'Horror']"
3126,27,You Will Meet a Tall Dark Stranger,15000000,3247816,34247816,19247816,2010,"['Comedy', 'Drama', 'Romance']"
3127,28,Rock the Kasbah,15000000,3020665,3386153,-11613847,2015,"['Comedy', 'Music', 'War']"
3128,29,Never Let Me Go,15000000,2434652,11173718,-3826282,2010,"['Drama', 'Romance', 'Sci-Fi']"
3129,30,The Disappointments Room,15000000,2423467,3503761,-11496239,2016,"['Drama', 'Horror', 'Thriller']"
3134,35,The Comedian,15000000,1658706,1658706,-13341294,2012,"['Drama', 'Romance']"
3138,39,Metropolis,15000000,673414,1405032,-13594968,2014,['Documentary']
3141,42,The Reluctant Fundamentalist,15000000,528731,528731,-14471269,2012,"['Drama', 'Thriller']"
3142,43,The Return,15000000,501752,5953886,-9046114,2012,['Drama']
3145,46,Centurion,15000000,123570,7885048,-7114952,2010,"['Action', 'Adventure', 'Drama']"
3149,50,Winnie Mandela,15000000,61847,61847,-14938153,2011,"['Biography', 'Drama', 'History']"
3150,51,The Son of No One,15000000,30680,1148578,-13851422,2011,"['Action', 'Crime', 'Drama']"
3153,54,Khumba,15000000,0,20898221,5898221,2013,"['Adventure', 'Animation', 'Family']"
3154,55,A Few Best Men,15000000,0,17224539,2224539,2011,"['Comedy', 'Romance']"
3157,58,Bathory,15000000,0,3436763,-11563237,2011,['Drama']
3160,61,In Dubious Battle,15000000,0,214182,-14785818,2016,['Drama']
3161,62,Broken Horses,15000000,0,3471,-14996529,2015,"['Action', 'Crime', 'Drama']"
3163,64,Blinded by the Light,15000000,0,0,-15000000,2019,"['Biography', 'Comedy', 'Drama']"
3165,66,Magic Mike XXL,14500000,66013057,123660597,109160597,2015,"['Comedy', 'Drama', 'Music']"
3168,69,Freedom,14500000,0,872757,-13627243,2012,"['Crime', 'Drama', 'Thriller']"
3169,70,Unforgiven,14400000,101157447,159157447,144757447,2013,"['Action', 'Crime', 'Drama']"
3180,81,The Possession,14000000,49130588,82925064,68925064,2012,"['Horror', 'Mystery', 'Thriller']"
3183,84,Urban Legend,14000000,38116707,72571864,58571864,2016,['Horror']
3186,87,White Fang,14000000,34729091,34729091,20729091,2018,"['Adventure', 'Animation']"
3188,89,Superstar,14000000,30628981,30628981,16628981,2012,['Drama']
3189,90,The Iron Lady,14000000,29959436,115592104,101592104,2011,"['Biography', 'Drama']"
3194,95,Our Family Wedding,14000000,20255281,21410546,7410546,2010,"['Comedy', 'Romance']"
3206,7,Hot Tub Time Machine 2,14000000,12314651,12826644,-1173356,2015,"['Comedy', 'Mystery', 'Sci-Fi']"
3207,8,Bobby,14000000,11242801,20597806,6597806,2016,"['Biography', 'Documentary', 'Sport']"
3208,9,Head Over Heels,14000000,10397365,10397365,-3602635,2010,['Comedy']
3209,10,Fun Size,14000000,9409538,11166615,-2833385,2012,"['Adventure', 'Comedy']"
3210,11,Lost and Found,14000000,6552255,6552255,-7447745,2019,['Thriller']
3215,16,Suffragette,14000000,4702420,34044909,20044909,2015,"['Biography', 'Drama', 'History']"
3217,18,Mr. Turner,14000000,3958546,25187026,11187026,2014,"['Biography', 'Drama', 'History']"
3221,22,Flipped,14000000,1755212,4289993,-9710007,2010,"['Comedy', 'Drama', 'Romance']"
3224,25,Amen,14000000,274299,274299,-13725701,2011,['Drama']
3225,26,The Lucky Ones,14000000,266967,266967,-13733033,2015,"['Drama', 'Thriller']"
3226,27,Margaret,14000000,47185,623292,-13376708,2011,['Drama']
3227,28,Reign of Assassins,14000000,0,11354230,-2645770,2010,"['Action', 'Adventure']"
3231,32,Ca$h,13700000,0,11738256,-1961744,2010,"['Crime', 'Thriller']"
3235,36,Seven Psychopaths,13500000,15024049,33035736,19535736,2012,"['Comedy', 'Crime']"
3240,41,The Last Godfather,13400000,164247,164247,-13235753,2010,"['Comedy', 'Crime', 'Romance']"
3241,42,Under the Skin,13300000,2614251,7229933,-6070067,2013,"['Drama', 'Horror', 'Sci-Fi']"
3243,44,No Good Deed,13200000,52543632,54323210,41123210,2014,"['Action', 'Crime', 'Drama']"
3245,46,Black Swan,13000000,106954678,331266710,318266710,2010,"['Drama', 'Thriller']"
3247,48,Justin Bieber: Never Say Never,13000000,73013910,99034125,86034125,2011,"['Documentary', 'Music']"
3248,49,The First Purge,13000000,69488745,136617305,123617305,2018,"['Action', 'Horror', 'Sci-Fi']"
3249,50,Miracles from Heaven,13000000,61705123,73798736,60798736,2016,"['Biography', 'Drama', 'Family']"
3250,51,Snow Day,13000000,60008303,62452927,49452927,2014,"['Action', 'Documentary', 'Drama']"
3251,52,The Butterfly Effect,13000000,57924679,95638592,82638592,2010,"['Comedy', 'Crime', 'Drama']"
3253,54,The Shallows,13000000,55121623,118763442,105763442,2016,"['Drama', 'Horror', 'Thriller']"
3257,58,About Last Night,13000000,48637684,50445860,37445860,2014,"['Comedy', 'Romance']"
3260,61,St. Vincent,13000000,44137712,54837234,41837234,2014,"['Comedy', 'Drama']"
3261,62,Earth to Echo,13000000,38934842,42174545,29174545,2014,"['Adventure', 'Family', 'Sci-Fi']"
3271,72,Ex Machina,13000000,25440971,38358392,25358392,2014,"['Drama', 'Mystery', 'Sci-Fi']"
3274,75,Eye in the Sky,13000000,18704596,35402802,22402802,2015,"['Drama', 'Thriller', 'War']"
3275,76,Admission,13000000,18007317,18733666,5733666,2013,"['Comedy', 'Drama', 'Romance']"
3276,77,The Perks of Being a Wallflower,13000000,17742948,33069303,20069303,2012,['Drama']
3279,80,Room,13000000,14677674,36262783,23262783,2015,"['Drama', 'Thriller']"
3280,81,Woodlawn,13000000,14394097,14403703,1403703,2015,"['Drama', 'Sport']"
3284,85,Dirty Work,13000000,10020081,10020081,-2979919,2016,"['Crime', 'Drama']"
3285,86,Bajrangi Bhaijaan,13000000,8178001,121778347,108778347,2015,"['Action', 'Comedy', 'Drama']"
3296,97,Chloe,13000000,3075255,11831131,-1168869,2013,"['Drama', 'Music', 'Romance']"
3298,99,Youth,13000000,2703296,24001573,11001573,2012,"['Drama', 'Family']"
3302,3,The Vatican Tapes,13000000,1784763,14929184,1929184,2015,"['Horror', 'Thriller']"
3306,7,Attack the Block,13000000,1024175,6459183,-6540817,2011,"['Action', 'Comedy', 'Sci-Fi']"
3308,9,The Claim,13000000,622023,1375635,-11624365,2017,['Drama']
3310,11,The Killer Inside Me,13000000,217277,3617277,-9382723,2010,"['Crime', 'Drama', 'Horror']"
3311,12,Womb,13000000,0,0,-13000000,2010,"['Drama', 'Romance', 'Sci-Fi']"
3313,14,The Call,12800000,51872378,69821476,57021476,2013,"['Crime', 'Drama', 'Horror']"
3315,16,The Drop,12600000,10724389,19054534,6454534,2014,"['Crime', 'Drama']"
3317,18,Machete,12500000,26593646,46370970,33870970,2010,"['Action', 'Crime', 'Thriller']"
3327,28,Conviction,12500000,6797696,11826980,-673020,2010,"['Biography', 'Crime', 'Drama']"
3331,32,Casino Jack,12500000,2039869,2272186,-10227814,2010,"['Biography', 'Comedy', 'Crime']"
3336,37,The Paperboy,12500000,677200,4027663,-8472337,2012,"['Crime', 'Drama', 'Mystery']"
3338,39,A Little Bit of Heaven,12500000,10011,1100287,-11399713,2011,"['Comedy', 'Drama', 'Fantasy']"
3342,43,The Fault in Our Stars,12000000,124872350,307166834,295166834,2014,"['Drama', 'Romance']"
3344,45,Think Like a Man,12000000,91547205,113373764,101373764,2012,"['Comedy', 'Romance']"
3346,47,The Golden Child,12000000,79817937,79817937,67817937,2012,['Drama']
3351,52,Act of Valor,12000000,70012847,82497035,70497035,2012,"['Action', 'Adventure', 'Drama']"
3352,53,Witness,12000000,65532576,65532576,53532576,2012,"['Action', 'Crime', 'Drama']"
3353,54,Step Up,12000000,65328121,110989157,98989157,2012,"['Biography', 'Documentary', 'Drama']"
3354,55,Chronicle,12000000,64575175,123681790,111681790,2012,"['Drama', 'Sci-Fi', 'Thriller']"
3357,58,Project X,12000000,54731865,103028188,91028188,2012,['Comedy']
3358,59,"Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915,148191915,2017,"['Crime', 'Drama']"
3359,60,Lion,12000000,51739495,149570720,137570720,2015,"['Comedy', 'Drama', 'Romance']"
